Date,Price,Volume
2018-09-10,20.5,6639714
2018-09-07,20.9,19678048
2018-09-06,21.0,9909093
2018-09-05,21.45,2379421
2018-09-04,21.9,7805058
2018-09-03,21.35,5877744
2018-08-31,21.0,47765889
2018-08-30,21.65,5465849
2018-08-29,22.0,8301538
2018-08-28,22.2,7422519
2018-08-27,22.0,10469523
2018-08-24,21.95,13336180
2018-08-23,21.85,25992519
2018-08-20,21.85,36664571
2018-08-17,22.85,15871230
2018-08-16,22.95,17353868
2018-08-15,23.0,22391608
2018-08-14,23.5,5720203
2018-08-13,23.45,12423185
2018-08-10,23.6,11826639
2018-08-09,23.6,19916455
2018-08-08,23.75,7856854
2018-08-07,23.75,6490539
2018-08-06,23.95,11474512
2018-08-03,23.85,4619908
2018-08-02,23.65,5479530
2018-08-01,23.05,94859165
2018-07-31,23.0,9442732
2018-07-30,23.7,8376785
2018-07-27,23.7,31290317
2018-07-26,23.7,30288679
2018-07-25,23.25,20395987
2018-07-24,23.1,42715866
2018-07-23,23.05,11293315
2018-07-20,23.0,64927161
2018-07-19,22.95,26513650
2018-07-18,23.95,15145318
2018-07-17,23.8,15424268
2018-07-16,23.95,16614440
2018-07-13,24.0,4186092
2018-07-12,24.0,40843109
2018-07-11,24.4,41052975
2018-07-10,24.2,39933066
2018-07-09,24.3,13923994
2018-07-06,24.3,17274620
2018-07-05,24.3,38302703
2018-07-04,24.3,6965814
2018-07-03,24.0,16485957
2018-07-02,24.6,8779476
2018-06-29,25.0,50452575
2018-06-28,24.9,26227383
2018-06-27,25.0,31535625
2018-06-26,25.5,20228778
2018-06-25,25.95,16189539
2018-06-22,25.9,4164696
2018-06-21,25.7,8324301
2018-06-20,26.0,44844747
2018-06-19,25.5,35795220
2018-06-14,26.4,8483477
2018-06-13,26.75,7597788
2018-06-12,27.2,1279198
2018-06-11,27.3,3791653
2018-06-08,27.05,8465051
2018-06-07,27.8,14947996
2018-06-06,28.0,110595132
2018-06-05,27.05,19962414
2018-06-04,26.0,15127123
2018-06-01,25.5,55516522
2018-05-31,25.5,127192453
2018-05-30,25.6,35695122
2018-05-28,26.1,9139905
2018-05-25,26.65,22211619
2018-05-24,27.0,20366501
2018-05-23,27.95,20083475
2018-05-22,27.95,26463426
2018-05-21,28.05,10094339
2018-05-18,28.0,7579750
2018-05-17,27.9,170606250
2018-05-16,27.75,33821221
2018-05-15,27.6,11727720
2018-05-14,28.75,5536709
2018-05-11,28.9,22164554
2018-05-10,27.95,79349983
2018-05-09,27.5,13775477
2018-05-08,27.4,32535290
2018-05-07,27.45,10663421
2018-05-04,27.5,11806974
2018-05-03,27.65,17657438
2018-05-02,27.6,30065965
2018-04-30,27.45,23614631
2018-04-27,27.4,32175056
2018-04-26,27.45,17017927
2018-04-25,27.5,7139417
2018-04-24,27.9,24566615
2018-04-23,27.2,76674068
2018-04-20,27.0,30193638
2018-04-19,27.0,70721099
2018-04-18,27.0,9121047
2018-04-17,26.95,65233309
2018-04-16,26.5,11076938
2018-04-13,26.1,14276437
2018-04-12,26.0,28067223
2018-04-11,26.25,100626979
2018-04-10,26.35,43984447
2018-04-09,26.9,22492504
2018-04-06,27.3,31445969
2018-04-05,27.5,16515152
2018-04-04,27.35,61227034
2018-04-03,29.8,88197712
2018-03-29,29.3,45342361
2018-03-28,29.8,13255508
2018-03-27,29.85,59852189
2018-03-26,30.5,58418406
2018-03-23,30.2,24671987
2018-03-22,28.8,67273381
2018-03-21,28.3,29588021
2018-03-20,28.0,24140022
2018-03-19,28.0,128971511
2018-03-16,27.6,87424429
2018-03-15,28.75,66945604
2018-03-14,29.9,36344385
2018-03-13,30.45,70262625
2018-03-12,31.0,78964435
2018-03-09,30.9,6493824
2018-03-08,31.0,16626343
2018-03-07,31.2,64604587
2018-03-06,31.25,37851358
2018-03-05,31.1,11939439
2018-03-02,31.55,44328394
2018-03-01,31.5,40035456
2018-02-28,31.9,25574617
2018-02-27,31.35,15356776
2018-02-26,32.15,8965085
2018-02-23,31.9,29340944
2018-02-22,31.75,22996062
2018-02-21,31.5,11822518
2018-02-20,31.05,5566712
2018-02-19,31.3,15649251
2018-02-16,32.0,27479664
2018-02-15,31.65,27630944
2018-02-14,31.5,15711899
2018-02-13,30.0,16162394
2018-02-12,29.4,19347235
2018-02-09,30.9,9768474
2018-02-08,32.0,14948696
2018-02-07,32.0,22733616
2018-02-06,31.2,17831001
2018-02-05,32.65,12576585
2018-02-02,31.95,19042073
2018-02-01,31.05,10655575
2018-01-31,31.0,48522640
2018-01-30,31.0,15571720
2018-01-29,31.0,32839892
2018-01-26,31.0,15106209
2018-01-25,31.0,54862124
2018-01-24,31.0,17633663
2018-01-23,32.0,43302889
2018-01-22,32.75,19369903
2018-01-19,33.0,33033906
2018-01-18,32.3,16130660
2018-01-17,32.5,29765072
2018-01-16,33.51,25145100
2018-01-15,32.0,23954504
2018-01-12,31.26,49214762
2018-01-11,33.01,129432070
2018-01-10,32.02,63495945
2018-01-09,30.0,41904581
2018-01-08,28.61,17459290
2018-01-05,27.9,47381113
2018-01-04,27.32,11022250
2018-01-03,26.02,13610391
2018-01-02,25.93,24777162
2017-12-29,25.64,21121605
2017-12-28,25.5,10192440
2017-12-27,25.5,10174253
2017-12-22,25.5,10143562
2017-12-21,25.44,5255567
2017-12-20,25.45,5515060
2017-12-19,25.38,62512010
2017-12-18,25.62,35298683
2017-12-15,25.7,127920454
2017-12-14,24.99,29433918
2017-12-13,25.0,17337770
2017-12-12,26.0,35177300
2017-12-11,26.03,35322035
2017-12-08,26.91,10792627
2017-12-07,27.5,112742572
2017-12-06,26.04,71175913
2017-12-05,25.01,42820631
2017-12-04,24.85,55624481
2017-11-30,24.93,39671031
2017-11-29,24.79,26754394
2017-11-28,24.76,62736517
2017-11-27,24.73,25603411
2017-11-24,24.99,19364884
2017-11-23,25.0,90289874
2017-11-22,24.55,11900372
2017-11-21,24.24,27346667
2017-11-20,24.98,12775141
2017-11-17,24.12,71759715
2017-11-16,24.04,18632419
2017-11-15,23.95,24690242
2017-11-14,23.68,10572539
2017-11-13,24.84,5115105
2017-11-10,25.0,32954861
2017-11-09,25.1,3505828
2017-11-08,25.58,6899958
2017-11-07,25.8,5289176
2017-11-06,25.69,7688074
2017-11-03,25.92,8834561
2017-11-02,25.8,17170796
2017-11-01,25.87,16688725
2017-10-31,25.49,10224177
2017-10-30,26.0,15596468
2017-10-27,25.71,9918804
2017-10-26,25.65,4621363
2017-10-25,25.6,43455744
2017-10-24,25.3,12120126
2017-10-23,25.1,13669092
2017-10-20,25.99,24028383
2017-10-19,26.25,14036545
2017-10-18,26.31,13611865
2017-10-17,26.45,21985819
2017-10-16,26.3,12674397
2017-10-13,25.5,9151366
2017-10-12,25.26,22928800
2017-10-11,25.25,10499769
2017-10-10,25.25,9200008
2017-10-09,25.25,23668782
2017-10-06,25.01,46187183
2017-10-05,24.68,7805521
2017-10-04,24.4,17346129
2017-10-03,24.01,26866813
2017-09-29,23.4,22542168
2017-09-28,23.3,8705627
2017-09-27,22.51,4362507
2017-09-26,22.12,16646939
2017-09-25,22.01,1150679
2017-09-22,22.05,7581822
2017-09-21,22.0,25485015
2017-09-20,22.08,1556393
2017-09-19,22.0,10563881
2017-09-18,22.01,8127402
2017-09-15,22.1,12638481
2017-09-14,22.2,20215521
2017-09-13,22.75,12221986
2017-09-12,22.86,39301103
2017-09-11,23.08,19830286
2017-09-08,23.08,21792006
2017-09-07,23.75,18460319
2017-09-06,23.76,9291362
2017-09-05,23.1,17843583
2017-08-31,23.0,10303904
2017-08-30,22.8,5638391
2017-08-29,22.8,18197957
2017-08-28,22.8,9735083
2017-08-25,23.1,2554246
2017-08-24,23.1,17508564
2017-08-23,23.5,57242090
2017-08-22,23.05,7208686
2017-08-21,24.0,22736282
2017-08-18,24.53,61847345
2017-08-17,23.01,25969710
2017-08-16,22.5,12655749
2017-08-15,23.26,40146234
2017-08-14,23.5,10517386
2017-08-11,23.75,49365399
2017-08-10,24.0,58840157
2017-08-09,24.5,11673683
2017-08-08,24.5,16911778
2017-08-07,25.1,29570036
2017-08-04,25.2,80333981
2017-08-03,25.4,18121694
2017-08-02,25.0,25604565
2017-08-01,24.65,27758549
2017-07-31,24.61,45783426
2017-07-28,25.9,46197370
2017-07-27,25.71,63036007
2017-07-26,25.6,33286595
2017-07-25,24.0,9020939
2017-07-24,23.25,14553489
2017-07-21,22.95,39426382
2017-07-20,22.05,11154243
2017-07-19,21.98,33113255
2017-07-18,21.53,6273578
2017-07-17,21.95,7943028
2017-07-14,21.93,16049841
2017-07-13,22.1,17351977
2017-07-12,22.02,26419094
2017-07-11,22.02,18278724
2017-07-10,21.31,15664623
2017-07-07,20.6,73314897
2017-07-06,20.4,1701639
2017-07-05,20.2,28501251
2017-07-04,20.2,13265809
2017-07-03,20.51,8888145
2017-06-30,20.89,13549492
2017-06-29,20.9,20026140
2017-06-28,20.58,13442699
2017-06-23,20.33,30502478
2017-06-22,20.43,57524148
2017-06-21,21.2,87934416
2017-06-20,22.08,47679772
2017-06-19,22.5,14616594
2017-06-16,22.89,73668401
2017-06-15,22.9,70936958
2017-06-14,21.89,61129471
2017-06-13,20.85,62303844
2017-06-12,20.64,14296836
2017-06-09,20.7,21031629
2017-06-08,20.46,23105584
2017-06-07,19.99,17124778
2017-06-06,20.15,51317037
2017-06-05,20.18,54883738
2017-06-02,19.99,50883193
2017-06-01,19.5,35109666
2017-05-31,18.95,26567711
2017-05-30,19.5,68682544
2017-05-26,19.13,44331930
2017-05-25,18.22,22966011
2017-05-24,18.01,94788971
2017-05-23,17.71,12787208
2017-05-22,17.7,29857681
2017-05-19,17.89,31540271
2017-05-18,17.97,63207938
2017-05-17,17.1,11106776
2017-05-16,17.21,28461688
2017-05-15,17.1,225346038
2017-05-12,18.13,106350344
2017-05-11,18.18,46962717
2017-05-10,17.32,50010042
2017-05-09,16.4,52295401
2017-05-08,16.21,30371644
2017-05-05,16.18,58539270
2017-05-04,15.93,42053566
2017-05-03,15.7,41879331
2017-05-02,15.45,34301619
2017-04-28,14.9,30843771
2017-04-27,14.8,30169139
2017-04-26,14.62,7602233
2017-04-25,14.61,9037369
2017-04-24,14.8,26571424
2017-04-21,14.5,2401099
2017-04-20,14.51,3730103
2017-04-19,14.6,33580365
2017-04-18,14.5,10850809
2017-04-13,14.42,30931219
2017-04-12,14.3,9094104
2017-04-11,14.25,5236258
2017-04-10,14.44,5346799
2017-04-07,14.45,2519148
2017-04-06,14.5,15297967
2017-04-05,14.5,24344311
2017-04-04,14.3,5039875
2017-04-03,14.2,3837524
2017-03-31,14.05,69127067
2017-03-30,14.0,44680696
2017-03-29,13.78,3459814
2017-03-28,13.7,12676267
2017-03-27,13.5,52911200
2017-03-24,13.49,6511027
2017-03-23,13.6,8492189
2017-03-22,13.8,4170602
2017-03-21,13.65,2887572
2017-03-20,14.0,23036284
2017-03-17,14.13,41430885
2017-03-16,14.55,20875881
2017-03-15,14.15,4064954
2017-03-14,13.76,7537435
2017-03-13,13.3,7239443
2017-03-10,14.78,87187748
2017-03-09,14.65,45000922
2017-03-08,14.59,24033791
2017-03-07,14.69,42653303
2017-03-06,14.5,24029664
2017-03-03,14.35,132559713
2017-03-02,13.9,33736178
2017-03-01,14.0,81713308
2017-02-28,14.7,107253911
2017-02-27,14.8,69113031
2017-02-24,14.73,28409737
2017-02-23,14.8,7230257
2017-02-22,14.8,42033169
2017-02-21,14.7,8862920
2017-02-20,14.99,16093035
2017-02-17,15.0,59528135
2017-02-16,14.99,12776707
2017-02-15,15.01,48467690
2017-02-14,15.14,9617255
2017-02-13,15.74,2356033
2017-02-10,15.45,13763860
2017-02-09,15.01,12502275
2017-02-08,15.0,23851437
2017-02-07,15.0,18675690
2017-02-06,15.33,12179889
2017-02-03,15.56,3329979
2017-02-02,15.6,18674005
2017-02-01,15.39,4068003
2017-01-31,15.7,11515023
2017-01-30,15.9,4796149
2017-01-27,16.0,52468063
2017-01-26,15.5,7190861
2017-01-25,15.35,12031500
2017-01-24,15.4,11164237
2017-01-23,15.95,16047118
2017-01-20,16.0,6970762
2017-01-19,15.84,10073728
2017-01-18,15.8,17334429
2017-01-17,15.83,9592314
2017-01-16,15.9,3599057
2017-01-13,15.57,2551913
2017-01-12,15.5,4622082
2017-01-11,15.19,4785891
2017-01-10,15.1,12896124
2017-01-09,15.49,8851535
2017-01-06,14.77,20814786
2017-01-05,14.5,8601136
2017-01-04,14.55,3551777
2017-01-03,14.4,2751524
2016-12-30,14.75,8447662
2016-12-29,14.89,11756657
2016-12-28,14.69,7588879
2016-12-23,14.45,3878602
2016-12-22,14.4,5159843
2016-12-21,14.4,20540438
2016-12-20,14.38,25629136
2016-12-19,14.4,18815787
2016-12-16,14.39,12818342
2016-12-15,14.73,20747253
2016-12-14,14.5,21188751
2016-12-13,14.34,4822835
2016-12-09,14.5,2194023
2016-12-08,14.5,2360873
2016-12-07,14.25,2163110
2016-12-06,14.3,10425092
2016-12-05,14.35,29521638
2016-12-02,14.03,10069055
2016-12-01,13.8,5879746
2016-11-30,13.8,18595691
2016-11-29,13.52,6202399
2016-11-28,13.5,14778318
2016-11-25,13.8,20032268
2016-11-24,14.0,4693629
2016-11-23,14.16,3147802
2016-11-22,14.2,5879598
2016-11-21,14.15,5845658
2016-11-18,14.18,2037980
2016-11-17,14.12,3810186
2016-11-16,14.18,19322502
2016-11-15,14.38,5300886
2016-11-14,14.5,6772687
2016-11-11,15.13,22391586
2016-11-10,14.7,9702508
2016-11-09,14.21,7126184
2016-11-08,14.62,14121414
2016-11-07,14.79,11724368
2016-11-04,14.8,24207165
2016-11-03,15.1,4219563
2016-11-02,14.81,12755174
2016-11-01,14.81,5114863
2016-10-31,14.7,2094285
2016-10-28,14.9,2511257
2016-10-27,14.95,4987303
2016-10-26,15.0,3887960
2016-10-25,14.9,19239683
2016-10-24,15.0,20788984
2016-10-21,14.75,6065215
2016-10-20,14.75,10516309
2016-10-19,14.69,2096375
2016-10-18,14.75,4642506
2016-10-17,14.7,3485329
2016-10-14,15.0,2986017
2016-10-13,15.06,3199785
2016-10-12,15.1,7637203
2016-10-11,15.04,18953135
2016-10-10,14.55,27817872
2016-10-07,14.23,7243634
2016-10-06,14.95,18580095
2016-10-05,15.0,20877933
2016-10-04,15.57,13497068
2016-09-30,15.21,15760737
2016-09-29,15.7,14999510
2016-09-28,15.78,6319419
2016-09-27,15.6,8359841
2016-09-26,15.45,11648455
2016-09-23,15.6,19495993
2016-09-22,15.79,24115858
2016-09-21,15.0,51227459
2016-09-20,14.6,12191708
2016-09-19,14.53,21001568
2016-09-16,14.5,13668222
2016-09-15,14.53,7251217
2016-09-14,14.59,8558636
2016-09-09,14.6,16614662
2016-09-08,14.68,6234334
2016-09-07,14.6,23135162
2016-09-06,14.6,4806720
2016-09-05,14.95,3473288
2016-09-02,14.8,15768202
2016-09-01,14.9,11963021
2016-08-31,14.9,24334083
2016-08-30,14.95,19327232
2016-08-29,15.3,7839943
2016-08-26,15.3,27329196
2016-08-25,15.3,8815398
2016-08-24,15.59,30389818
2016-08-23,15.76,5666672
2016-08-22,15.77,10153427
2016-08-19,15.8,9909225
2016-08-18,15.3,14085798
2016-08-17,15.0,3635391
2016-08-16,15.25,67053176
2016-08-15,15.0,45786194
2016-08-12,15.3,8226761
2016-08-11,15.6,39294638
2016-08-10,16.0,8448956
2016-08-09,16.0,16213964
2016-08-08,16.01,7527540
2016-08-05,16.03,5251146
2016-08-04,16.35,8188880
2016-08-03,16.45,2674473
2016-08-02,16.8,46799425
2016-08-01,16.71,15512358
2016-07-29,16.91,52897285
2016-07-28,16.31,21852146
2016-07-27,16.8,16233090
2016-07-26,16.39,28192411
2016-07-25,15.65,27138715
2016-07-22,15.37,46589077
2016-07-21,15.3,21657028
2016-07-20,15.5,6253321
2016-07-19,16.14,9953210
2016-07-18,16.41,17663437
2016-07-15,16.38,12070943
2016-07-14,16.15,25837935
2016-07-13,16.3,22474697
2016-07-12,16.41,12884526
2016-07-11,15.87,9375486
2016-07-08,15.45,8740619
2016-07-04,15.12,12514351
2016-07-01,15.6,4308491
2016-06-30,15.77,21513697
2016-06-29,16.0,21269528
2016-06-28,15.65,25237860
2016-06-27,15.96,17586269
2016-06-24,17.0,41483380
2016-06-23,17.7,96774007
2016-06-22,17.32,59997091
2016-06-21,16.69,83744967
2016-06-20,15.96,16973908
2016-06-17,16.65,63921257
2016-06-16,16.59,74635168
2016-06-15,15.77,36206586
2016-06-14,14.95,6603434
2016-06-13,15.0,11046272
2016-06-10,15.0,27272604
2016-06-09,14.8,11562264
2016-06-08,14.7,13391931
2016-06-07,14.8,8715530
2016-06-06,14.8,5428630
2016-06-03,14.95,33994129
2016-06-02,13.91,4402332
2016-06-01,13.6,56728977
2016-05-31,14.98,15859264
2016-05-27,16.58,10771781
2016-05-26,17.1,28186342
2016-05-25,16.51,48230555
2016-05-24,15.0,17299041
2016-05-23,15.17,35369375
2016-05-20,15.95,111956294
2016-05-19,15.67,38762087
2016-05-18,15.02,45084903
2016-05-17,14.44,33948104
2016-05-16,15.03,16519643
2016-05-13,14.7,25526779
2016-05-12,14.0,13604895
2016-05-11,13.8,12541065
2016-05-10,13.8,27658084
2016-05-09,13.75,8020525
2016-05-06,13.15,14222263
2016-05-05,13.0,15962608
2016-05-04,12.99,22500786
2016-05-03,12.97,19737082
2016-04-29,12.7,26501490
2016-04-28,12.28,10764736
2016-04-27,12.3,6264115
2016-04-26,12.2,24809632
2016-04-25,12.06,6923532
2016-04-22,12.15,30520819
2016-04-21,12.13,21555690
2016-04-20,11.8,15979777
2016-04-19,11.52,29713738
2016-04-18,11.3,12
2016-04-15,11.45,16895688
2016-04-14,11.2,10610426
2016-04-13,11.0,22991596
2016-04-12,10.9,17929986
2016-04-11,10.5,8515811
2016-04-08,10.96,12204389
2016-04-07,11.0,12584161
2016-04-06,11.01,5706946
2016-04-05,11.0,4791732
2016-04-04,10.88,5765879
2016-04-01,10.98,12262680
2016-03-31,10.75,15121453
2016-03-30,10.96,26332828
2016-03-29,11.31,7842077
