Company,CoveragePct,FirstValidDate,LastValidDate,LargeGapCount,MaxGapDays,LatestAvgDailyUSDLiquidity,MeanAvgDailyUSDLiquidity,LiquidityTier,LatestRank,AM100,AM200,AM300,Status,Reason
HIPPO VALLEY ESTATES (ZIMBABWE),0.6414236018196414,2016-03-30,2026-03-20,1,38,371454.28449397825,11975926.611925017,AM300-scale,129.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps
DANGOTE SUGAR REFINERY NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,345387.0207699762,111741.18649961152,AM300-scale,130.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016
BUA CEMENT NIGERIA (NIGERIA),0.41022210329141023,2020-01-09,2026-03-24,0,5,300624.13500035246,79416.40487988964,AM300-scale,131.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_coverage
COOPERATIVE BANK KENYA (KENYA),0.6641691196146642,2016-03-29,2026-03-25,0,6,254671.10593734487,104170.12745179591,AM300-scale,135.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016
ABSA BANK KENYA (KENYA),0.6644367139416645,2016-03-29,2026-03-25,0,6,236909.53394372115,69328.93289556481,AM300-scale,137.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016
BANQUE DE TUNISIE TUNISIA (TUNISIA),0.616002140754616,2016-03-29,2026-03-25,2,63,229689.44483873676,53998.759109946775,AM300-scale,139.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps
WEMA BANK NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,225056.213368712,25591.152617108382,AM300-scale,140.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016
SIMBISA BRANDS (ZIMBABWE),0.5887075194005887,2016-03-24,2026-03-20,2,311,213207.0372197772,12380228.048181774,AM300-scale,141.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps; below_am300_coverage
BANQUE NATIONALE AGRICOLE TUNISIA (TUNISIA),0.6154669521006154,2016-03-29,2026-03-25,2,63,204117.06815755554,59345.20288809194,AM300-scale,142.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps
TRANSCORP PLC NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,200977.7604614969,109106.1798677613,AM300-scale,143.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016
SOCIT DE FABRICATION DES BOISSONS DE TUNISIE SOCIT ANONYME (TUNISIA),0.6146641691196146,2016-04-11,2026-03-25,2,63,191392.62774445428,163378.20904455427,Below AM300-scale,144.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps; below_am300_scale
ATLANTASANAD MOROCCO (MOROCCO),0.6612255820176612,2016-03-29,2026-03-25,0,7,189211.49039455893,98849.13313221317,Below AM300-scale,146.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
IM GROUP KENYA (KENYA),0.6582820444206583,2016-03-29,2026-03-25,0,6,177592.0122923837,31859.989461984016,Below AM300-scale,147.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
NMB BANK TANZANIA (TANZANIA),0.6582820444206583,2016-03-29,2026-03-25,0,5,173773.09948617214,29509.50145931798,Below AM300-scale,149.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
NASCON ALLIED INDUSTRIES NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,173663.6344397151,40217.86024008897,Below AM300-scale,150.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
JAIZ BANK NIGERIA (NIGERIA),0.6028900187316029,2017-02-09,2026-03-24,0,5,163537.4801412426,15072.580609654438,Below AM300-scale,152.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
KENYA PIPELINE COMPANY KENYA (KENYA),0.0029435375970029436,2026-03-10,2026-03-25,0,4,158705.7786537864,153482.36284920946,Below AM300-scale,153.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
NCBA GROUP KENYA (KENYA),0.6641691196146642,2016-03-29,2026-03-25,0,6,157253.06223429297,52367.37526117467,Below AM300-scale,154.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
ONE TECH HOLDING TUNISIA (TUNISIA),0.6018196414236018,2016-03-30,2026-03-25,2,63,150430.1224841574,51358.64947250908,Below AM300-scale,155.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps; below_am300_scale
STERLING FINANCIAL HOLDINGS NIGERIA (NIGERIA),0.6601552047096602,2016-03-29,2026-03-24,0,5,145603.8871372062,48615.65605922449,Below AM300-scale,156.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
BUA FOODS NIGERIA (NIGERIA),0.2785656944072786,2022-01-04,2026-03-24,0,5,139143.0763154083,38762.09739186059,Below AM300-scale,157.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
KENYA POWER (KENYA),0.6639015252876639,2016-03-29,2026-03-25,0,6,136461.85303220767,33806.765458426096,Below AM300-scale,159.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
UNILEVER NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,132503.94307933954,58730.6148790583,Below AM300-scale,161.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
STANDARD CHARTERED BANK KENYA (KENYA),0.6641691196146642,2016-03-29,2026-03-25,0,6,126747.06780319217,53006.28852368871,Below AM300-scale,162.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
TRANSCORP POWER NIGERIA (NIGERIA),0.13513513513513514,2024-03-04,2026-03-24,0,5,121287.33855959405,111134.92433634613,Below AM300-scale,163.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
BRITISH AMERICAN TOBACCO KENYA (KENYA),0.6572116671126572,2016-03-29,2026-03-25,0,6,118619.66124675432,93274.84136149069,Below AM300-scale,164.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
DELICE HOLDING TUNISIA (TUNISIA),0.5978057265185978,2016-03-29,2026-03-25,2,63,113712.9100241845,41511.74149075385,Below AM300-scale,165.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps; below_am300_scale; below_am300_coverage
TIGERE PROPERTY FUND (ZIMBABWE),0.1792881990901793,2023-07-03,2026-03-20,0,14,107318.5560570069,125019.13084163103,Below AM300-scale,166.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
DIAMOND TRUST BANK KENYA (KENYA),0.6604227990366605,2016-03-29,2026-03-25,0,6,106501.08254022982,44306.661370011294,Below AM300-scale,167.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
TANZANIA BREWERIES LTD (TANZANIA),0.6582820444206583,2016-03-29,2026-03-25,0,5,106112.06132466481,127638.33759056458,Below AM300-scale,168.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
KENYA ELECTRICITY GENERATING CO (KENYA),0.6639015252876639,2016-03-29,2026-03-25,0,6,102913.5993874162,42712.588613813365,Below AM300-scale,169.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
GUINNESS NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,94638.38045722684,88436.44090461246,Below AM300-scale,171.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
KENYA AIRWAYS (KENYA),0.6641691196146642,2016-03-29,2026-03-25,0,6,90351.41563171,15097.085923778028,Below AM300-scale,172.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
STANBIC HOLDINGS KENYA (KENYA),0.6625635536526626,2016-03-29,2026-03-25,0,6,90300.50034593519,26075.396586418883,Below AM300-scale,173.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
EL AHLI INVESTMENT AND DEVELOPMENT (EGYPT),0.6414236018196414,2016-04-11,2026-03-25,0,10,86812.79508447975,184883.89153574646,Below AM300-scale,174.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
BANK OF AFRICA SENEGAL (SENEGAL),0.6622959593256623,2016-03-29,2026-03-25,0,6,80283.47500699977,15383.292192319946,Below AM300-scale,175.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
QATAR NATIONAL BANK ALAHLY (EGYPT),0.6411560074926411,2016-04-10,2026-03-25,0,10,79626.345512944,68172.36859762185,Below AM300-scale,176.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
JULIUS BERGER NIGERIA (NIGERIA),0.6601552047096602,2016-03-29,2026-03-24,0,5,79530.31323501003,21390.92418666896,Below AM300-scale,177.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
KENYA REINSURANCE CORPORATION LIMITED (KENYA),0.6614931763446615,2016-04-11,2026-03-25,0,6,75778.02396221466,22462.69418369108,Below AM300-scale,178.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
BANK OF AFRICA NIGER (NIGER),0.6622959593256623,2016-03-29,2026-03-25,0,6,74952.39361479129,17928.932634731817,Below AM300-scale,179.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
KCB GROUP TANZANIA (TANZANIA),0.6553385068236554,2016-04-11,2026-03-25,0,5,73160.09106851264,111723.40692011434,Below AM300-scale,180.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
KLAPTON RE REAL ESTATE ZAMBIA (ZAMBIA),0.0008027829810008028,2026-03-23,2026-03-25,0,1,64545.632105037366,71987.39541448186,Below AM300-scale,181.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
SBM HOLDINGS MAURITIUS (MAURITIUS),0.6601552047096602,2016-03-31,2026-03-25,0,18,64502.2352899499,80593.84890119721,Below AM300-scale,182.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
ARCELORMITTAL SOUTH AFRICA LIMITED (SOUTH AFRICA),0.683971099812684,2016-01-04,2026-03-25,0,5,63504.62438294279,255905.1119791171,Below AM300-scale,183.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
ORAGROUP TOGO (TOGO),0.4618678084024619,2019-04-15,2026-03-25,0,6,61931.51470554428,9293.110440722028,Below AM300-scale,184.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
INTERNATIONAL BREWERIES NIGERIA (NIGERIA),0.6601552047096602,2016-03-29,2026-03-24,0,5,59928.54633131629,34291.374959268214,Below AM300-scale,185.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
NBS BANK MALAWI (MALAWI),0.6465078940326465,2016-03-29,2026-03-25,0,21,56036.921036118096,23456.12167780788,Below AM300-scale,186.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
CADBURY NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,54162.310609487206,17936.849845023553,Below AM300-scale,187.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
FDH BANK MALAWI (MALAWI),0.3746320578003746,2020-08-03,2026-03-25,0,5,52685.177336956105,35387.50589356252,Below AM300-scale,188.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
NICO HOLDINGS MALAWI (MALAWI),0.6398180358576399,2016-04-07,2026-03-25,1,58,51715.52403027877,23344.85049391038,Below AM300-scale,189.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps; below_am300_scale
AIICO INSURANCE NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,48345.844604320366,10871.031482577993,Below AM300-scale,190.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
NAIROBI SECURITIES EXCHANGE KENYA (KENYA),0.6598876103826599,2016-04-11,2026-03-25,0,6,48256.34885458419,6705.142206352217,Below AM300-scale,191.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
CAPRICORN INVESTMENT (NAMIBIA),0.3152261172063152,2016-01-04,2026-03-25,0,30,43592.53187074972,42891.60769349302,Below AM300-scale,192.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
ETERNA PLC NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,40515.98239794126,13849.730374316781,Below AM300-scale,193.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
SUEZ CANAL BANK (EGYPT),0.6414236018196414,2016-04-10,2026-03-25,0,10,40191.87120011862,42535.21652532761,Below AM300-scale,194.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
HONEYWELL FLOUR MILLS NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,38114.32035053865,13773.988409411617,Below AM300-scale,195.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
NATIONAL INVESTMENT COMPANY TANZANIA (TANZANIA),0.5151190794755152,2018-06-06,2026-03-25,0,5,34820.71946193233,3675.8270239437384,Below AM300-scale,197.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
ECOBANK GHANA (GHANA),0.6451699223976451,2016-03-29,2026-03-24,0,14,34383.62774591995,6701.846965243469,Below AM300-scale,198.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
MTN UGANDA (UGANDA),0.2847203639282847,2021-12-06,2026-03-19,0,5,33812.02844787647,10563.06868688028,Below AM300-scale,199.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
CAP PLC NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,33399.38283432782,12227.053738803676,Below AM300-scale,200.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
AFRIPRISE INVESTMENT TANZANIA (TANZANIA),0.529033984479529,2018-03-16,2026-03-25,0,5,32229.990408362897,3335.0694875189342,Below AM300-scale,201.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
NEW MAURITIUS HOTELS (MAURITIUS),0.6582820444206583,2016-03-31,2026-03-25,0,18,29257.677888616992,26658.78451249354,Below AM300-scale,202.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
WILLIAMSON TEA KENYA (KENYA),0.6585496387476586,2016-04-11,2026-03-25,0,6,28600.68251145085,4857.941772837061,Below AM300-scale,203.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
TN CYBERTECH INVESTMENTS HOLDINGS (ZIMBABWE),0.47685309071447685,2018-12-18,2026-03-20,1,38,27373.874654194362,66518391.10324582,Below AM300-scale,204.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps; below_am300_scale; below_am300_coverage
TOTALENERGIES MARKETING SENEGAL (SENEGAL),0.6622959593256623,2016-03-29,2026-03-25,0,6,27222.048100794713,7436.214489496064,Below AM300-scale,205.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
CALBANK PLC GHANA (GHANA),0.6526625635536527,2016-03-29,2026-03-24,0,6,26904.73125866611,5423.604680190034,Below AM300-scale,206.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
HF GROUP (KENYA),0.662028364998662,2016-04-08,2026-03-25,0,6,26173.529315931773,7169.794032654591,Below AM300-scale,207.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
AXA MANSARD NIGERIA (NIGERIA),0.6604227990366605,2016-03-29,2026-03-24,0,5,25982.33775351997,11784.036653677962,Below AM300-scale,208.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
CUTIX PLC NIGERIA (NIGERIA),0.6601552047096602,2016-03-29,2026-03-24,0,5,24519.18053547204,5298.2676864474615,Below AM300-scale,209.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
BANK OF KIGALI RWANDA (RWANDA),0.643029167781643,2016-03-28,2026-03-25,0,8,23819.527751738016,7282.348095002263,Below AM300-scale,210.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
COPPERBELT ENERGY CORP ZAMBIA (ZAMBIA),0.6523949692266524,2016-04-11,2026-03-25,0,7,23112.33884057887,8466.709262085016,Below AM300-scale,211.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
NAMIBIA BREWERIES (NAMIBIA),0.24404602622424404,2016-01-02,2026-03-25,0,26,22902.10730608416,84526.45941718036,Below AM300-scale,212.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
KAVANGO RESOURCES (ZIMBABWE),0.03639282847203639,2025-09-08,2026-03-20,0,5,22528.12980779001,8323.172328057595,Below AM300-scale,213.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
JUBILEE HOLDINGS KENYA (KENYA),0.6577468557666577,2016-03-29,2026-03-25,0,6,22249.991898735763,19417.80009867078,Below AM300-scale,214.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
BRITAM HOLDINGS KENYA (KENYA),0.6639015252876639,2016-03-29,2026-03-25,0,6,20814.474480330264,13808.666918284436,Below AM300-scale,215.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
TANZANIA CIGARETTE COMPANY (TANZANIA),0.6577468557666577,2016-03-29,2026-03-25,0,5,19808.409741750333,14439.409421666913,Below AM300-scale,216.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
SBN HOLDINGS (NAMIBIA),0.1974846133261975,2019-05-12,2026-03-24,1,198,19353.80101490323,11373.456588291461,Below AM300-scale,217.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps; below_am300_scale; below_am300_coverage
MOBILE TELECOMMUNICATIONS (NAMIBIA),0.10436178753010436,2021-01-12,2026-03-25,4,103,18955.16662901549,10092.920512761517,Below AM300-scale,219.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps; below_am300_scale; below_am300_coverage
AIRTEL NETWORKS ZAMBIA (ZAMBIA),0.6368744982606369,2016-04-18,2026-03-25,1,43,17483.939870273403,4910.891436287275,Below AM300-scale,220.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; large_data_gaps; below_am300_scale
CIC INSURANCE GROUP KENYA (KENYA),0.6639015252876639,2016-03-29,2026-03-25,0,6,16960.283240026045,6732.076836655638,Below AM300-scale,221.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
PFUMA REIT (ZIMBABWE),0.008027829810008028,2026-02-09,2026-03-20,0,3,16705.931478238243,23222.29407458426,Below AM300-scale,222.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale; below_am300_coverage
TANZANIA PORTLAND CEMENT (TANZANIA),0.6582820444206583,2016-03-29,2026-03-25,0,5,15595.189894051893,6655.41939668913,Below AM300-scale,223.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
NATIONAL BANK OF MALAWI (MALAWI),0.6427615734546428,2016-03-30,2026-03-25,0,29,15318.95694865799,21736.239062629975,Below AM300-scale,224.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
CEIL MAURITIUS (MAURITIUS),0.6553385068236554,2016-03-31,2026-03-25,0,18,15301.721189709277,32156.227010687988,Below AM300-scale,225.0,False,False,False,Excluded,coverage_below_95pct; starts_after_2016; below_am300_scale
