Company,Date,OriginalDividend,SanitizedDividend,PrevPrice,OriginalImpact,Action
CIH BANK (MOROCCO),2018-07-05,14.0,14.0,288.0,0.04861111111111111,keep
CIH BANK (MOROCCO),2019-07-04,14.0,14.0,284.0,0.04929577464788732,keep
CIH BANK (MOROCCO),2021-07-14,8.0,8.0,282.35,0.028333628475296614,keep
CIH BANK (MOROCCO),2022-07-13,14.0,14.0,310.0,0.04516129032258064,keep
CIH BANK (MOROCCO),2023-07-12,14.0,14.0,351.0,0.039886039886039885,keep
CIH BANK (MOROCCO),2024-07-10,14.0,14.0,379.9,0.03685180310608055,keep
CIH BANK (MOROCCO),2025-07-09,14.0,14.0,408.0,0.03431372549019608,keep
CIMENTS DU MAROC MOROCCO (MOROCCO),2016-07-01,60.0,60.0,1160.0,0.05172413793103448,keep
CIMENTS DU MAROC MOROCCO (MOROCCO),2017-07-01,65.0,65.0,1450.0,0.04482758620689655,keep
CIMENTS DU MAROC MOROCCO (MOROCCO),2018-07-01,80.0,80.0,,,missing_prev_price
CIMENTS DU MAROC MOROCCO (MOROCCO),2019-07-01,85.0,85.0,,,missing_prev_price
CIMENTS DU MAROC MOROCCO (MOROCCO),2021-07-05,100.0,100.0,,,missing_prev_price
CIMENTS DU MAROC MOROCCO (MOROCCO),2022-07-06,95.0,95.0,1557.0,0.06101477199743096,keep
CIMENTS DU MAROC MOROCCO (MOROCCO),2023-07-06,60.0,60.0,1549.0,0.03873466752743705,keep
CIMENTS DU MAROC MOROCCO (MOROCCO),2024-07-02,70.0,70.0,1820.0,0.038461538461538464,keep
CIMENTS DU MAROC MOROCCO (MOROCCO),2025-07-18,60.0,60.0,2150.0,0.027906976744186046,keep
COSUMAR MOROCCO (MOROCCO),2016-07-01,10.8,10.8,191.0,0.05654450261780105,keep
COSUMAR MOROCCO (MOROCCO),2017-06-12,13.0,13.0,,,missing_prev_price
COSUMAR MOROCCO (MOROCCO),2018-06-11,10.0,10.0,,,missing_prev_price
COSUMAR MOROCCO (MOROCCO),2019-07-04,10.0,10.0,203.5,0.04914004914004914,keep
COSUMAR MOROCCO (MOROCCO),2020-08-24,7.0,7.0,,,missing_prev_price
COSUMAR MOROCCO (MOROCCO),2021-07-07,6.0,6.0,268.0,0.022388059701492536,keep
COSUMAR MOROCCO (MOROCCO),2022-07-20,6.0,6.0,220.05,0.027266530334014997,keep
COSUMAR MOROCCO (MOROCCO),2023-07-06,7.0,7.0,198.15,0.035326772646984604,keep
COSUMAR MOROCCO (MOROCCO),2024-07-11,10.0,10.0,205.0,0.04878048780487805,keep
COSUMAR MOROCCO (MOROCCO),2025-07-21,10.0,10.0,,,missing_prev_price
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),2016-07-12,36.0,36.0,1840.0,0.01956521739130435,keep
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),2017-07-11,66.0,66.0,2260.0,0.02920353982300885,keep
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),2018-07-05,66.0,66.0,1719.0,0.038394415357766144,keep
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),2019-07-04,66.0,66.0,1678.0,0.03933253873659118,keep
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),2021-07-08,50.0,50.0,1828.0,0.02735229759299781,keep
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),2022-07-07,66.0,66.0,1685.0,0.03916913946587537,keep
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),2023-07-06,66.0,66.0,1800.0,0.03666666666666667,keep
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),2024-07-05,66.0,66.0,1852.0,0.035637149028077755,keep
LAFARGEHOLCIM MAROC MOROCCO (MOROCCO),2025-07-04,66.0,66.0,1950.0,0.033846153846153845,keep
MANAGEM MOROCCO (MOROCCO),2016-06-22,20.0,20.0,785.0,0.025477707006369428,keep
MANAGEM MOROCCO (MOROCCO),2017-07-06,21.0,21.0,1369.0,0.015339663988312637,keep
MANAGEM MOROCCO (MOROCCO),2018-06-21,23.0,23.0,1590.0,0.014465408805031447,keep
MANAGEM MOROCCO (MOROCCO),2019-06-20,15.0,15.0,870.0,0.017241379310344827,keep
MANAGEM MOROCCO (MOROCCO),2022-06-22,20.0,20.0,2202.0,0.009082652134423252,keep
MANAGEM MOROCCO (MOROCCO),2023-07-06,30.0,30.0,1940.0,0.015463917525773196,keep
MANAGEM MOROCCO (MOROCCO),2024-06-20,30.0,30.0,2470.0,0.012145748987854251,keep
MANAGEM MOROCCO (MOROCCO),2025-06-30,40.0,40.0,,,missing_prev_price
MAROC TELECOM MOROCCO (MOROCCO),2016-05-24,6.36,6.36,130.0,0.04892307692307692,keep
MAROC TELECOM MOROCCO (MOROCCO),2017-05-24,6.36,6.36,135.2,0.047041420118343204,keep
MAROC TELECOM MOROCCO (MOROCCO),2018-05-25,6.48,6.48,148.6,0.043606998654104986,keep
MAROC TELECOM MOROCCO (MOROCCO),2019-05-24,6.83,6.83,144.5,0.04726643598615917,keep
MAROC TELECOM MOROCCO (MOROCCO),2020-08-03,5.54,5.54,,,missing_prev_price
MAROC TELECOM MOROCCO (MOROCCO),2021-09-02,4.01,4.01,140.5,0.028540925266903914,keep
MAROC TELECOM MOROCCO (MOROCCO),2022-09-02,4.78,4.78,121.55,0.039325380501851095,keep
MAROC TELECOM MOROCCO (MOROCCO),2023-09-04,2.19,2.19,,,missing_prev_price
MAROC TELECOM MOROCCO (MOROCCO),2024-09-03,4.2,4.2,94.5,0.044444444444444446,keep
MAROC TELECOM MOROCCO (MOROCCO),2025-09-01,1.43,1.43,,,missing_prev_price
MARSA MAROC MOROCCO (MOROCCO),2017-07-13,9.2,9.2,154.0,0.05974025974025973,keep
MARSA MAROC MOROCCO (MOROCCO),2018-07-05,9.5,9.5,164.0,0.057926829268292686,keep
MARSA MAROC MOROCCO (MOROCCO),2019-07-04,9.7,9.7,190.0,0.05105263157894736,keep
MARSA MAROC MOROCCO (MOROCCO),2021-07-13,8.0,8.0,251.0,0.03187250996015936,keep
MARSA MAROC MOROCCO (MOROCCO),2022-06-06,7.2,7.2,,,missing_prev_price
MARSA MAROC MOROCCO (MOROCCO),2023-07-13,8.0,8.0,261.5,0.030592734225621414,keep
MARSA MAROC MOROCCO (MOROCCO),2024-07-24,8.5,8.5,377.5,0.022516556291390728,keep
MARSA MAROC MOROCCO (MOROCCO),2025-07-17,9.5,9.5,875.0,0.010857142857142857,keep
TAQA MOROCCO (MOROCCO),2016-07-07,15.0,15.0,,,missing_prev_price
TAQA MOROCCO (MOROCCO),2017-07-06,30.0,30.0,850.0,0.03529411764705882,keep
TAQA MOROCCO (MOROCCO),2018-07-05,35.0,35.0,923.0,0.03791982665222102,keep
TAQA MOROCCO (MOROCCO),2019-07-04,40.0,40.0,866.0,0.046189376443418015,keep
TAQA MOROCCO (MOROCCO),2021-06-22,35.0,35.0,1020.0,0.03431372549019608,keep
TAQA MOROCCO (MOROCCO),2022-09-13,35.0,35.0,1185.0,0.029535864978902954,keep
TAQA MOROCCO (MOROCCO),2023-09-12,35.0,35.0,1051.0,0.03330161750713606,keep
TAQA MOROCCO (MOROCCO),2024-06-19,35.0,35.0,,,missing_prev_price
TAQA MOROCCO (MOROCCO),2025-09-16,37.0,37.0,2750.0,0.013454545454545455,keep
CORONATION (NAMIBIA),2016-11-14,0.075,0.075,,,missing_prev_price
CORONATION (NAMIBIA),2017-11-27,0.075,0.075,,,missing_prev_price
CORONATION (NAMIBIA),2018-12-03,0.07500758,0.07500758,,,missing_prev_price
CORONATION (NAMIBIA),2019-12-02,0.09002273,0.09002273,,,missing_prev_price
CORONATION (NAMIBIA),2020-11-30,0.07000459,0.07000459,,,missing_prev_price
CORONATION (NAMIBIA),2021-11-29,0.07020994,0.07020994,,,missing_prev_price
CORONATION (NAMIBIA),2022-12-05,0.0600429399999999,0.0600429399999999,,,missing_prev_price
CORONATION (NAMIBIA),2023-12-04,0.06004322,0.06004322,,,missing_prev_price
CORONATION (NAMIBIA),2024-12-02,0.06000665,0.06000665,,,missing_prev_price
CORONATION (NAMIBIA),2025-12-01,0.06001682,0.06001682,,,missing_prev_price
SBN HOLDINGS (NAMIBIA),2024-09-09,0.0068,0.0068,,,missing_prev_price
SBN HOLDINGS (NAMIBIA),2025-05-05,0.0069999999999999,0.0069999999999999,,,missing_prev_price
SBN HOLDINGS (NAMIBIA),2025-09-08,0.0064,0.0064,,,missing_prev_price
BANK OF AFRICA NIGER (NIGER),2016-05-03,4817.0,4817.0,,,missing_prev_price
BANK OF AFRICA NIGER (NIGER),2017-05-16,4910.0,4910.0,98005.0,0.050099484720167335,keep
BANK OF AFRICA NIGER (NIGER),2018-05-28,379.44,379.44,,,missing_prev_price
BANK OF AFRICA NIGER (NIGER),2019-05-22,0.415,0.415,41000.0,1.0121951219512195e-05,keep
BANK OF AFRICA NIGER (NIGER),2020-05-17,462.0,462.0,,,missing_prev_price
BANK OF AFRICA NIGER (NIGER),2021-05-03,462.0,462.0,,,missing_prev_price
BANK OF AFRICA NIGER (NIGER),2022-05-09,610.0,610.0,,,missing_prev_price
BANK OF AFRICA NIGER (NIGER),2023-05-22,613.8,613.8,,,missing_prev_price
BANK OF AFRICA NIGER (NIGER),2024-05-28,0.60915,0.60915,57750.0,1.0548051948051947e-05,keep
BANK OF AFRICA NIGER (NIGER),2025-05-30,209.25,209.25,,,missing_prev_price
AIICO INSURANCE NIGERIA (NIGERIA),2016-04-25,0.01587302,0.01587302,,,missing_prev_price
AIICO INSURANCE NIGERIA (NIGERIA),2017-05-08,0.00634921,0.00634921,,,missing_prev_price
AIICO INSURANCE NIGERIA (NIGERIA),2018-05-21,0.01587302,0.01587302,,,missing_prev_price
AIICO INSURANCE NIGERIA (NIGERIA),2019-05-10,0.01904762,0.01904762,0.75,0.025396826666666667,keep
AIICO INSURANCE NIGERIA (NIGERIA),2022-05-23,0.02,0.02,,,missing_prev_price
AIICO INSURANCE NIGERIA (NIGERIA),2023-06-01,0.03,0.03,1.22,0.02459016393442623,keep
AIICO INSURANCE NIGERIA (NIGERIA),2024-07-22,0.05,0.05,,,missing_prev_price
AIICO INSURANCE NIGERIA (NIGERIA),2025-05-22,0.07,0.07,3.36,0.020833333333333336,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2019-11-14,2.33556,2.33556,308.0,0.007582987012987014,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2020-07-02,2.40687,2.40687,328.7,0.007322391238211135,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2020-11-12,1.13661,1.13661,410.2,0.002770867869332033,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2021-06-24,1.7902,1.7902,678.0,0.0026404129793510325,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2021-11-11,1.4829,1.4829,880.0,0.0016851136363636365,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2022-06-23,2.43819,2.43819,1745.0,0.001397243553008596,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2022-11-10,1.91029,1.91029,1275.0,0.0014982666666666668,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2023-06-22,2.568912,2.568912,1289.0,0.0019929495733126456,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2023-11-09,1.935868,1.935868,1790.0,0.001081490502793296,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2024-06-20,2.805485,2.805485,2150.0,0.0013048767441860465,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2024-11-07,2.018406,2.018406,2156.9,0.0009357902545319672,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2025-06-19,2.894814,2.894814,2310.5,0.001252895044362692,keep
AIRTEL AFRICA NIGERIA (NIGERIA),2025-11-06,2.177854,2.177854,2270.0,0.0009594070484581497,keep
ARADEL HOLDINGS NIGERIA (NIGERIA),2016-11-21,6.0,6.0,,,missing_prev_price
ARADEL HOLDINGS NIGERIA (NIGERIA),2017-11-21,10.0,10.0,,,missing_prev_price
ARADEL HOLDINGS NIGERIA (NIGERIA),2018-11-21,13.0,13.0,,,missing_prev_price
ARADEL HOLDINGS NIGERIA (NIGERIA),2019-11-21,17.0,17.0,,,missing_prev_price
ARADEL HOLDINGS NIGERIA (NIGERIA),2020-11-21,7.0,7.0,,,missing_prev_price
ARADEL HOLDINGS NIGERIA (NIGERIA),2021-11-21,20.0,20.0,,,missing_prev_price
ARADEL HOLDINGS NIGERIA (NIGERIA),2022-11-21,35.0,35.0,,,missing_prev_price
ARADEL HOLDINGS NIGERIA (NIGERIA),2023-11-21,200.0,200.0,,,missing_prev_price
ARADEL HOLDINGS NIGERIA (NIGERIA),2024-11-21,8.0,8.0,533.8,0.014986886474334958,keep
ARADEL HOLDINGS NIGERIA (NIGERIA),2025-05-07,22.0,22.0,525.0,0.0419047619047619,keep
ARADEL HOLDINGS NIGERIA (NIGERIA),2025-11-21,10.0,10.0,700.0,0.014285714285714285,keep
AXA MANSARD NIGERIA (NIGERIA),2016-04-29,0.0233328,0.0233328,2.24,0.010416428571428571,keep
AXA MANSARD NIGERIA (NIGERIA),2017-05-03,0.058332,0.058332,1.57,0.03715414012738853,keep
AXA MANSARD NIGERIA (NIGERIA),2018-04-24,0.0699984,0.0699984,2.41,0.029044979253112033,keep
AXA MANSARD NIGERIA (NIGERIA),2021-04-23,0.00022,0.00022,3.64,6.043956043956044e-05,keep
AXA MANSARD NIGERIA (NIGERIA),2022-04-29,0.25,0.25,2.55,0.09803921568627452,keep
AXA MANSARD NIGERIA (NIGERIA),2022-11-24,0.06,0.06,1.81,0.03314917127071823,keep
AXA MANSARD NIGERIA (NIGERIA),2023-06-22,0.3,0.3,4.22,0.07109004739336493,keep
AXA MANSARD NIGERIA (NIGERIA),2023-11-30,0.06,0.06,4.6,0.013043478260869566,keep
AXA MANSARD NIGERIA (NIGERIA),2024-07-16,0.34,0.34,5.45,0.062385321100917435,keep
AXA MANSARD NIGERIA (NIGERIA),2025-06-26,0.45,0.45,10.0,0.045,keep
BERGER PAINTS NIGERIA (NIGERIA),2016-05-04,0.75,0.75,9.28,0.08081896551724138,keep
BERGER PAINTS NIGERIA (NIGERIA),2017-04-28,0.5,0.5,6.38,0.07836990595611286,keep
BERGER PAINTS NIGERIA (NIGERIA),2018-05-07,0.5,0.5,,,missing_prev_price
BERGER PAINTS NIGERIA (NIGERIA),2019-04-29,0.65,0.65,,,missing_prev_price
BERGER PAINTS NIGERIA (NIGERIA),2020-06-15,0.25,0.25,,,missing_prev_price
BERGER PAINTS NIGERIA (NIGERIA),2021-05-04,0.4,0.4,,,missing_prev_price
BERGER PAINTS NIGERIA (NIGERIA),2022-04-22,0.4,0.4,7.7,0.05194805194805195,keep
BERGER PAINTS NIGERIA (NIGERIA),2023-04-27,0.7,0.7,8.35,0.08383233532934131,keep
BERGER PAINTS NIGERIA (NIGERIA),2023-11-09,0.2,0.2,13.6,0.014705882352941178,keep
BERGER PAINTS NIGERIA (NIGERIA),2024-04-17,0.8,0.8,16.0,0.05,keep
BERGER PAINTS NIGERIA (NIGERIA),2024-11-11,0.2,0.2,,,missing_prev_price
BERGER PAINTS NIGERIA (NIGERIA),2025-04-25,1.0,1.0,18.85,0.05305039787798408,keep
BERGER PAINTS NIGERIA (NIGERIA),2025-11-12,0.4,0.4,36.0,0.011111111111111112,keep
BUA CEMENT NIGERIA (NIGERIA),2020-09-28,0.0175,0.0175,,,missing_prev_price
BUA CEMENT NIGERIA (NIGERIA),2021-06-21,2.067,2.067,,,missing_prev_price
BUA CEMENT NIGERIA (NIGERIA),2022-07-13,2.6,2.6,,,missing_prev_price
BUA CEMENT NIGERIA (NIGERIA),2023-08-14,2.8,2.8,,,missing_prev_price
BUA CEMENT NIGERIA (NIGERIA),2024-08-12,2.0,2.0,,,missing_prev_price
BUA CEMENT NIGERIA (NIGERIA),2025-07-04,2.05,2.05,95.4,0.021488469601677145,keep
BUA CEMENT NIGERIA (NIGERIA),2026-05-11,10.0,10.0,,,missing_prev_price
BUA FOODS NIGERIA (NIGERIA),2022-07-14,3.5,3.5,52.0,0.0673076923076923,keep
BUA FOODS NIGERIA (NIGERIA),2023-09-04,4.5,4.5,,,missing_prev_price
BUA FOODS NIGERIA (NIGERIA),2024-08-26,5.5,5.5,,,missing_prev_price
BUA FOODS NIGERIA (NIGERIA),2025-08-22,13.0,13.0,588.0,0.022108843537414966,keep
CADBURY NIGERIA (NIGERIA),2016-06-27,0.65,0.65,,,missing_prev_price
CADBURY NIGERIA (NIGERIA),2018-06-11,0.16,0.16,,,missing_prev_price
CADBURY NIGERIA (NIGERIA),2019-05-20,0.25,0.25,,,missing_prev_price
CADBURY NIGERIA (NIGERIA),2020-05-27,0.49,0.49,,,missing_prev_price
CADBURY NIGERIA (NIGERIA),2021-05-17,0.18,0.18,,,missing_prev_price
CADBURY NIGERIA (NIGERIA),2022-05-13,0.5,0.5,16.4,0.030487804878048783,keep
CADBURY NIGERIA (NIGERIA),2023-06-05,0.4,0.4,,,missing_prev_price
CAP PLC NIGERIA (NIGERIA),2016-05-31,1.2,1.2,,,missing_prev_price
CAP PLC NIGERIA (NIGERIA),2017-05-30,2.2,2.2,,,missing_prev_price
CAP PLC NIGERIA (NIGERIA),2018-05-28,2.05,2.05,,,missing_prev_price
CAP PLC NIGERIA (NIGERIA),2019-05-27,2.9,2.9,,,missing_prev_price
CAP PLC NIGERIA (NIGERIA),2021-06-03,2.1,2.1,22.05,0.09523809523809523,keep
CAP PLC NIGERIA (NIGERIA),2022-06-02,1.25,1.25,21.4,0.058411214953271035,keep
CAP PLC NIGERIA (NIGERIA),2023-06-02,1.55,1.55,20.45,0.07579462102689487,keep
CAP PLC NIGERIA (NIGERIA),2024-06-03,1.55,1.55,,,missing_prev_price
CAP PLC NIGERIA (NIGERIA),2025-04-22,2.4,2.4,,,missing_prev_price
CAP PLC NIGERIA (NIGERIA),2026-06-04,4.0,4.0,,,missing_prev_price
CORONATION INSURANCE NIGERIA (NIGERIA),2016-03-23,0.03,0.03,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2016-04-14,0.14,0.14,3.95,0.035443037974683546,keep
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2016-08-22,0.07,0.07,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2017-04-18,0.18,0.18,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2017-08-21,0.1,0.1,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2018-04-12,0.32,0.32,5.0,0.064,keep
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2018-08-20,0.1,0.1,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2019-04-12,0.35,0.35,6.7,0.05223880597014925,keep
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2019-08-19,0.1,0.1,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2020-04-03,0.35,0.35,5.6,0.0625,keep
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2020-08-24,0.1,0.1,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2021-04-12,0.45,0.45,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2021-08-23,0.1,0.1,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2022-03-28,0.4,0.4,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2022-08-22,0.1,0.1,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2023-04-03,0.55,0.55,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2023-08-21,0.15,0.15,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2024-06-13,0.65,0.65,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2024-08-19,0.15,0.15,,,missing_prev_price
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2025-04-15,1.1,1.1,17.9,0.06145251396648046,keep
CUSTODIAN INVESTMENT NIGERIA (NIGERIA),2025-08-18,0.25,0.25,,,missing_prev_price
CUTIX PLC NIGERIA (NIGERIA),2016-10-10,0.0175,0.0175,,,missing_prev_price
CUTIX PLC NIGERIA (NIGERIA),2017-10-16,0.0225,0.0225,,,missing_prev_price
CUTIX PLC NIGERIA (NIGERIA),2018-10-15,0.05,0.05,,,missing_prev_price
CUTIX PLC NIGERIA (NIGERIA),2019-10-14,0.03125,0.03125,,,missing_prev_price
CUTIX PLC NIGERIA (NIGERIA),2020-11-16,0.03125,0.03125,,,missing_prev_price
CUTIX PLC NIGERIA (NIGERIA),2021-11-15,0.075,0.075,,,missing_prev_price
CUTIX PLC NIGERIA (NIGERIA),2022-08-22,0.05,0.05,,,missing_prev_price
CUTIX PLC NIGERIA (NIGERIA),2023-08-18,0.06,0.06,10.8,0.005555555555555555,keep
CUTIX PLC NIGERIA (NIGERIA),2024-08-19,0.15,0.15,,,missing_prev_price
CUTIX PLC NIGERIA (NIGERIA),2025-08-18,0.1,0.1,,,missing_prev_price
DANGOTE CEMENT NIGERIA (NIGERIA),2016-04-11,8.0,8.0,,,missing_prev_price
DANGOTE CEMENT NIGERIA (NIGERIA),2017-05-15,8.5,8.5,,,missing_prev_price
DANGOTE CEMENT NIGERIA (NIGERIA),2018-04-16,10.5,10.5,,,missing_prev_price
DANGOTE CEMENT NIGERIA (NIGERIA),2019-06-06,16.0,16.0,,,missing_prev_price
DANGOTE CEMENT NIGERIA (NIGERIA),2020-05-27,16.0,16.0,,,missing_prev_price
DANGOTE CEMENT NIGERIA (NIGERIA),2021-04-28,16.0,16.0,220.0,0.07272727272727272,keep
DANGOTE CEMENT NIGERIA (NIGERIA),2022-05-31,20.0,20.0,297.0,0.06734006734006734,keep
DANGOTE CEMENT NIGERIA (NIGERIA),2023-03-31,20.0,20.0,290.0,0.06896551724137931,keep
DANGOTE CEMENT NIGERIA (NIGERIA),2024-04-16,30.0,30.0,686.7,0.0436871996505024,keep
DANGOTE CEMENT NIGERIA (NIGERIA),2025-06-10,30.0,30.0,,,missing_prev_price
DANGOTE CEMENT NIGERIA (NIGERIA),2026-06-18,45.0,45.0,,,missing_prev_price
DANGOTE SUGAR REFINERY NIGERIA (NIGERIA),2016-04-04,0.5,0.5,,,missing_prev_price
DANGOTE SUGAR REFINERY NIGERIA (NIGERIA),2017-04-10,0.6,0.6,,,missing_prev_price
DANGOTE SUGAR REFINERY NIGERIA (NIGERIA),2017-08-11,0.5,0.5,13.56,0.03687315634218289,keep
DANGOTE SUGAR REFINERY NIGERIA (NIGERIA),2018-04-16,1.25,1.25,,,missing_prev_price
DANGOTE SUGAR REFINERY NIGERIA (NIGERIA),2019-06-03,1.1,1.1,,,missing_prev_price
DANGOTE SUGAR REFINERY NIGERIA (NIGERIA),2020-06-22,1.1,1.1,,,missing_prev_price
DANGOTE SUGAR REFINERY NIGERIA (NIGERIA),2021-03-18,1.5,1.5,17.5,0.08571428571428572,keep
DANGOTE SUGAR REFINERY NIGERIA (NIGERIA),2022-06-02,1.0,1.0,17.5,0.05714285714285714,keep
DANGOTE SUGAR REFINERY NIGERIA (NIGERIA),2023-03-27,1.5,1.5,,,missing_prev_price
ETERNA PLC NIGERIA (NIGERIA),2016-11-22,0.25,0.25,3.15,0.07936507936507936,keep
ETERNA PLC NIGERIA (NIGERIA),2017-06-06,0.3,0.3,4.09,0.07334963325183375,keep
ETERNA PLC NIGERIA (NIGERIA),2018-05-24,0.4,0.4,6.2,0.06451612903225806,keep
ETERNA PLC NIGERIA (NIGERIA),2019-05-14,0.25,0.25,3.95,0.06329113924050632,keep
ETERNA PLC NIGERIA (NIGERIA),2021-05-04,0.1,0.1,,,missing_prev_price
ETERNA PLC NIGERIA (NIGERIA),2023-04-25,0.15,0.15,,,missing_prev_price
FCMB GROUP NIGERIA (NIGERIA),2016-04-13,0.0001,0.0001,0.96,0.00010416666666666667,keep
FCMB GROUP NIGERIA (NIGERIA),2017-04-13,0.1,0.1,1.11,0.09009009009009009,keep
FCMB GROUP NIGERIA (NIGERIA),2018-04-13,0.1,0.1,2.39,0.04184100418410042,keep
FCMB GROUP NIGERIA (NIGERIA),2019-04-12,0.14,0.14,1.94,0.07216494845360825,keep
FCMB GROUP NIGERIA (NIGERIA),2020-04-15,0.14,0.14,1.72,0.08139534883720931,keep
FCMB GROUP NIGERIA (NIGERIA),2021-04-09,0.15,0.15,2.89,0.05190311418685121,keep
FCMB GROUP NIGERIA (NIGERIA),2022-04-19,0.2,0.2,,,missing_prev_price
FCMB GROUP NIGERIA (NIGERIA),2023-04-14,0.25,0.25,3.8,0.06578947368421052,keep
FCMB GROUP NIGERIA (NIGERIA),2024-05-14,0.5,0.5,8.1,0.0617283950617284,keep
FCMB GROUP NIGERIA (NIGERIA),2025-04-17,0.55,0.55,9.1,0.06043956043956045,keep
FIDELITY BANK NIGERIA (NIGERIA),2016-04-18,0.16,0.16,,,missing_prev_price
FIDELITY BANK NIGERIA (NIGERIA),2017-04-18,0.14,0.14,,,missing_prev_price
FIDELITY BANK NIGERIA (NIGERIA),2018-05-14,0.11,0.11,,,missing_prev_price
FIDELITY BANK NIGERIA (NIGERIA),2019-04-15,0.11,0.11,,,missing_prev_price
FIDELITY BANK NIGERIA (NIGERIA),2020-04-20,0.2,0.2,,,missing_prev_price
FIDELITY BANK NIGERIA (NIGERIA),2021-04-19,0.22,0.22,,,missing_prev_price
FIDELITY BANK NIGERIA (NIGERIA),2022-04-25,0.35,0.35,,,missing_prev_price
FIDELITY BANK NIGERIA (NIGERIA),2022-09-13,0.1,0.1,3.41,0.02932551319648094,keep
FIDELITY BANK NIGERIA (NIGERIA),2023-05-15,0.4,0.4,,,missing_prev_price
FIDELITY BANK NIGERIA (NIGERIA),2023-09-18,0.25,0.25,,,missing_prev_price
FIDELITY BANK NIGERIA (NIGERIA),2024-04-29,0.6,0.6,,,missing_prev_price
FIDELITY BANK NIGERIA (NIGERIA),2024-10-18,0.85,0.85,14.65,0.058020477815699655,keep
FIDELITY BANK NIGERIA (NIGERIA),2025-04-16,1.25,1.25,18.3,0.06830601092896174,keep
FIRST HOLDCO NIGERIA (NIGERIA),2016-05-09,0.15,0.15,,,missing_prev_price
FIRST HOLDCO NIGERIA (NIGERIA),2017-05-08,0.2,0.2,,,missing_prev_price
FIRST HOLDCO NIGERIA (NIGERIA),2018-05-07,0.25,0.25,,,missing_prev_price
FIRST HOLDCO NIGERIA (NIGERIA),2019-04-24,0.26,0.26,8.0,0.0325,keep
FIRST HOLDCO NIGERIA (NIGERIA),2020-04-21,0.38,0.38,4.7,0.08085106382978723,keep
FIRST HOLDCO NIGERIA (NIGERIA),2021-04-21,0.45,0.45,7.65,0.058823529411764705,keep
FIRST HOLDCO NIGERIA (NIGERIA),2022-06-14,0.35,0.35,,,missing_prev_price
FIRST HOLDCO NIGERIA (NIGERIA),2023-08-09,0.5,0.5,18.4,0.027173913043478264,keep
FIRST HOLDCO NIGERIA (NIGERIA),2024-08-14,0.4,0.4,22.0,0.018181818181818184,keep
FIRST HOLDCO NIGERIA (NIGERIA),2025-05-13,0.6,0.6,25.9,0.023166023166023165,keep
GEREGU POWER NIGERIA (NIGERIA),2023-02-28,8.0,8.0,269.5,0.029684601113172542,keep
GEREGU POWER NIGERIA (NIGERIA),2024-02-28,8.0,8.0,985.0,0.008121827411167513,keep
GEREGU POWER NIGERIA (NIGERIA),2025-03-14,8.5,8.5,1150.0,0.007391304347826087,keep
GEREGU POWER NIGERIA (NIGERIA),2026-04-14,9.0,9.0,,,missing_prev_price
