Date,Optimized Max Sharpe
2020-12-10,1567.5152861390013
2020-12-11,1584.9114807589863
2020-12-13,1587.5172109351367
2020-12-14,1581.097429081894
2020-12-15,1576.649057628082
2020-12-16,1585.2680155329344
2020-12-17,1598.3003993446414
2020-12-18,1599.4212259282615
2020-12-20,1605.6922838672297
2020-12-21,1586.9249762993722
2020-12-22,1595.8519827168827
2020-12-23,1606.6304723946912
2020-12-24,1619.2277981142624
2020-12-25,1617.7405884655395
2020-12-27,1613.4448484542868
2020-12-28,1624.1840070260032
2020-12-29,1638.8642375068277
2020-12-30,1654.7787073182487
2020-12-31,1667.6539697222208
2021-01-03,1667.6539697222208
2021-01-04,1677.1771157585079
2021-01-05,1663.4755840315465
2021-01-06,1646.0109105015774
2021-01-07,1647.7558438872825
2021-01-08,1647.4692464391078
2021-01-10,1648.200395107312
2021-01-11,1650.0034122728723
2021-01-12,1662.2668112125798
2021-01-13,1668.4818475336758
2021-01-14,1696.2409094217774
2021-01-15,1704.084101687821
2021-01-17,1707.5008443847319
2021-01-18,1716.70778304655
2021-01-19,1718.315241644172
2021-01-20,1730.1601923373323
2021-01-21,1723.4202929218386
2021-01-22,1723.9182007774837
2021-01-24,1723.6193060876392
2021-01-25,1743.2298061728236
2021-01-26,1754.2445339489213
2021-01-27,1750.5629388377713
2021-01-28,1761.3185901903546
2021-01-29,1759.34660629075
2021-01-31,1761.4644276545212
2021-02-01,1761.4644276545212
2021-02-02,1753.4791866824105
2021-02-03,1768.2401936493766
2021-02-04,1778.237849343224
2021-02-05,1778.977033490306
2021-02-07,1781.3059490708567
2021-02-08,1784.5055324720781
2021-02-09,1773.247298054748
2021-02-10,1760.5787761005222
2021-02-11,1751.846235196285
2021-02-12,1759.3538812708669
2021-02-14,1758.1954307222363
2021-02-15,1758.1790283273458
2021-02-16,1763.892544495406
2021-02-17,1765.832557436395
2021-02-18,1761.9516558099542
2021-02-19,1759.5010733718327
2021-02-21,1762.9534746678423
2021-02-22,1765.8681385971174
2021-02-23,1768.4626934730813
2021-02-24,1766.6313476137977
2021-02-25,1771.9256174784935
2021-02-26,1772.8563461123513
2021-02-28,1771.399011395475
2021-03-01,1771.399011395475
2021-03-02,1780.3967463571269
2021-03-03,1783.1417200664428
2021-03-04,1771.9597169439287
2021-03-05,1770.9904167370441
2021-03-07,1784.2417433614812
2021-03-08,1797.0945854225197
2021-03-09,1795.366377585709
2021-03-10,1792.8758890285474
2021-03-11,1804.233783455089
2021-03-12,1799.1821526306046
2021-03-14,1794.1929490751627
2021-03-15,1784.9979217194152
2021-03-16,1784.4984696892714
2021-03-17,1789.6717500892094
2021-03-18,1789.3614257908705
2021-03-19,1799.4136774956776
2021-03-21,1792.5738718267971
2021-03-22,1775.4946678191016
2021-03-23,1767.5590581365652
2021-03-24,1769.3671744633275
2021-03-25,1778.4564998034382
2021-03-26,1782.1417132698962
2021-03-28,1785.5365312714193
2021-03-29,1799.5051342617824
2021-03-30,1811.6356330258386
2021-03-31,1812.8010300912918
2021-04-01,1812.8010300912918
2021-04-02,1813.340383004203
2021-04-04,1811.2569956556947
2021-04-05,1800.845080992068
2021-04-06,1798.246521504909
2021-04-07,1787.763582216973
2021-04-08,1792.0433480206907
2021-04-09,1787.4650814561383
2021-04-11,1791.986194987516
2021-04-12,1802.342097998389
2021-04-13,1803.5260353175518
2021-04-14,1785.0794153054535
2021-04-15,1782.5448174148253
2021-04-16,1780.3138098119114
2021-04-18,1781.9733138663132
2021-04-19,1791.1462900388685
2021-04-20,1809.7528941902522
2021-04-21,1818.2583069514537
2021-04-22,1815.8723563856745
2021-04-23,1825.5631447209696
2021-04-25,1829.1042095625698
2021-04-26,1834.128576080288
2021-04-27,1832.0435951696907
2021-04-28,1834.2887451004292
2021-04-29,1837.119120272618
2021-04-30,1833.7194356978296
2021-05-03,1833.7194356978296
2021-05-04,1831.6906029891072
2021-05-05,1837.2464964747046
2021-05-06,1843.2066375036104
2021-05-07,1857.5332704130124
2021-05-09,1856.302499516717
2021-05-10,1865.4475023248083
2021-05-11,1869.283621389126
2021-05-12,1870.5007947579452
2021-05-13,1875.0151072674068
2021-05-14,1895.738930391166
2021-05-17,1914.4749310895675
